Region,Year,Gender,Age_Group,Population,PCC_litres_year,Correction_factor,Relative_consumption,P_LA,P_FD,P_CD,P_BD
05:QC,2010,Male,65+,456360,10.4052,0.8,82.9025,0.062481,0.179292,0.758228,0.194559
05:QC,2010,Female,15-34,948615,10.4052,0.8,47.6807,0.14133,0.062404,0.796266,0.318248
05:QC,2010,Female,35-64,1672535,10.4052,0.8,40.2026,0.086135,0.120659,0.793205,0.1755
05:QC,2010,Female,65+,623925,10.4052,0.8,30.2473,0.125192,0.20862,0.666187,0.058286
05:QC,2011,Male,15-34,958760,10.6444,0.8,100,0.084056,0.036804,0.87914,0.454986
05:QC,2011,Male,35-64,1633430,10.6444,0.8,92.4511,0.02876,0.095029,0.876211,0.312203
05:QC,2011,Male,65+,456360,10.6444,0.8,82.7201,0.060422,0.181319,0.758259,0.197763
05:QC,2011,Female,15-34,948615,10.6444,0.8,47.2098,0.138678,0.064285,0.797038,0.321668
05:QC,2011,Female,35-64,1672535,10.6444,0.8,39.6709,0.083324,0.122518,0.794158,0.178973
05:QC,2011,Female,65+,623925,10.6444,0.8,29.5968,0.123134,0.210653,0.666214,0.061494
05:QC,2012,Male,15-34,1007475,10.4052,0.8,100,0.089136,0.033882,0.876981,0.449124
05:QC,2012,Male,35-64,1678715,10.4052,0.8,92.5501,0.034041,0.09214,0.873819,0.306274
05:QC,2012,Male,65+,546925,10.4052,0.8,82.9251,0.066472,0.178637,0.754891,0.191546
05:QC,2012,Female,15-34,995795,10.4052,0.8,47.959,0.143714,0.061355,0.794931,0.315823
05:QC,2012,Female,35-64,1704695,10.4052,0.8,40.5212,0.088518,0.119612,0.79187,0.173076
05:QC,2012,Female,65+,710765,10.4052,0.8,30.5565,0.129125,0.207956,0.662919,0.055303
05:QC,2013,Male,15-34,1058891,10.166,0.8,100,0.085191,0.036156,0.878654,0.453681
05:QC,2013,Male,35-64,1663532,10.166,0.8,92.4522,0.030452,0.094503,0.875045,0.310697
05:QC,2013,Male,65+,617540,10.166,0.8,82.6865,0.063729,0.181189,0.755083,0.195669
05:QC,2013,Female,15-34,1019206,10.166,0.8,47.3768,0.139835,0.063642,0.796524,0.320356
05:QC,2013,Female,35-64,1664586,10.166,0.8,39.8455,0.084893,0.121965,0.793142,0.177514
05:QC,2013,Female,65+,718134,10.166,0.8,29.7384,0.12629,0.21049,0.66322,0.059463
05:QC,2014,Male,15-34,1051599,10.166,0.8,100,0.079339,0.039359,0.881303,0.460268
05:QC,2014,Male,35-64,1668786,10.166,0.8,92.3062,0.025176,0.097845,0.876979,0.317069
05:QC,2014,Male,65+,658290,10.166,0.8,82.3466,0.059369,0.18473,0.755901,0.201718
05:QC,2014,Female,15-34,1019113,10.166,0.8,46.5275,0.134069,0.06686,0.79907,0.326912
05:QC,2014,Female,35-64,1661986,10.166,0.8,38.8541,0.079612,0.125305,0.795083,0.183889
05:QC,2014,Female,65+,760123,10.166,0.8,28.5519,0.121846,0.21402,0.664134,0.065546
05:QC,2015,Male,15-34,1044307,10.166,0.8,100,0.079298,0.038906,0.881795,0.459836
05:QC,2015,Male,35-64,1674040,10.166,0.8,92.2851,0.025993,0.097575,0.876431,0.316326
05:QC,2015,Male,65+,699040,10.166,0.8,82.3114,0.060961,0.18465,0.754389,0.200694
05:QC,2015,Female,15-34,1019020,10.166,0.8,46.6234,0.134116,0.066425,0.799459,0.326446
05:QC,2015,Female,35-64,1659386,10.166,0.8,38.9331,0.080418,0.125034,0.794547,0.183151
05:QC,2015,Female,65+,802111,10.166,0.8,28.6212,0.123347,0.213921,0.662732,0.064559
06:ON,2006,Male,15-34,1734817,9.3288,0.8,100,0.118729,0.059975,0.821296,0.432383
06:ON,2006,Male,35-64,2647753,9.3288,0.8,91.3226,0.074597,0.120774,0.804629,0.285612
06:ON,2006,Male,65+,714278,9.3288,0.8,82.2054,0.073653,0.199317,0.72703,0.182905
06:ON,2006,Female,15-34,1707445,9.3288,0.8,42.7279,0.173549,0.087494,0.738957,0.298992
06:ON,2006,Female,35-64,2666926,9.3288,0.8,33.962,0.131732,0.148875,0.719393,0.151499
06:ON,2006,Female,65+,934824,9.3288,0.8,24.4625,0.138819,0.229209,0.631972,0.045674
06:ON,2007,Male,15-34,1732879,9.4484,0.8,100,0.118371,0.060121,0.821508,0.432736
06:ON,2007,Male,35-64,2677520,9.4484,0.8,91.2547,0.075603,0.121229,0.803168,0.285473
06:ON,2007,Male,65+,733660,9.4484,0.8,82.1502,0.074206,0.199678,0.726116,0.182927
06:ON,2007,Female,15-34,1721546,9.4484,0.8,42.6492,0.173889,0.087791,0.73832,0.299096
06:ON,2007,Female,35-64,2705031,9.4484,0.8,33.8308,0.133113,0.149418,0.717468,0.151232
06:ON,2007,Female,65+,953808,9.4484,0.8,24.36,0.139364,0.229571,0.631065,0.045703
06:ON,2008,Male,15-34,1499398,9.3288,0.8,100,0.120189,0.059174,0.820637,0.430737
06:ON,2008,Male,35-64,2602719,9.3288,0.8,91.2585,0.078373,0.120491,0.801136,0.283136
06:ON,2008,Male,65+,694758,9.3288,0.8,82.2051,0.076825,0.198935,0.72424,0.180633
06:ON,2008,Female,15-34,1540843,9.3288,0.8,42.92,0.176228,0.086957,0.736815,0.296913
06:ON,2008,Female,35-64,2707360,9.3288,0.8,34.1096,0.136314,0.148782,0.714905,0.148745
06:ON,2008,Female,65+,904427,9.3288,0.8,24.712,0.14197,0.228825,0.629205,0.043419
06:ON,2009,Male,15-34,1570185,9.2092,0.8,100,0.118914,0.060238,0.820848,0.432541
06:ON,2009,Male,35-64,2509160,9.2092,0.8,91.1904,0.077569,0.121673,0.800758,0.284766
06:ON,2009,Male,65+,717530,9.2092,0.8,82.0813,0.076196,0.200156,0.723648,0.182203
06:ON,2009,Female,15-34,1595835,9.2092,0.8,42.5996,0.175274,0.088091,0.736635,0.298604
06:ON,2009,Female,35-64,2625130,9.2092,0.8,33.7106,0.136047,0.150089,0.713864,0.150188
06:ON,2009,Female,65+,931665,9.2092,0.8,24.2779,0.14136,0.230056,0.628585,0.044986
06:ON,2010,Male,15-34,1570185,9.0896,0.8,100,0.117575,0.061733,0.820692,0.434816
06:ON,2010,Male,35-64,2509160,9.0896,0.8,91.1183,0.076374,0.123222,0.800404,0.286985
06:ON,2010,Male,65+,717530,9.0896,0.8,81.9395,0.075056,0.201712,0.723232,0.184406
06:ON,2010,Female,15-34,1595835,9.0896,0.8,42.1754,0.173938,0.089588,0.736474,0.300882
06:ON,2010,Female,35-64,2625130,9.0896,0.8,33.1933,0.135323,0.15175,0.712927,0.152243
06:ON,2010,Female,65+,931665,9.0896,0.8,23.709,0.140248,0.231624,0.628127,0.047183
06:ON,2011,Male,15-34,1570185,9.0896,0.8,100,0.116515,0.063065,0.82042,0.436767
06:ON,2011,Male,35-64,2509160,9.0896,0.8,91.0671,0.075138,0.124535,0.800327,0.288994
06:ON,2011,Male,65+,717530,9.0896,0.8,81.8046,0.074365,0.203149,0.722486,0.186222
06:ON,2011,Female,15-34,1595835,9.0896,0.8,41.7979,0.172842,0.090916,0.736243,0.302848
06:ON,2011,Female,35-64,2625130,9.0896,0.8,32.7475,0.134433,0.153144,0.712423,0.154132
06:ON,2011,Female,65+,931665,9.0896,0.8,23.1915,0.13957,0.233069,0.627361,0.048999
06:ON,2012,Male,15-34,1659555,9.0896,0.8,100,0.117448,0.063487,0.819065,0.436656
06:ON,2012,Male,35-64,2652960,9.0896,0.8,91.0852,0.075377,0.124816,0.799807,0.289132
06:ON,2012,Male,65+,833115,9.0896,0.8,81.7495,0.075919,0.203752,0.72033,0.185881
06:ON,2012,Female,15-34,1672470,9.0896,0.8,41.7341,0.173372,0.091254,0.735374,0.302885
06:ON,2012,Female,35-64,2807730,9.0896,0.8,32.6796,0.134764,0.153448,0.711788,0.154239
06:ON,2012,Female,65+,1045215,9.0896,0.8,23.0507,0.141203,0.233696,0.625101,0.048638
06:ON,2013,Male,15-34,1853500,8.7308,0.8,100,0.117162,0.064317,0.818521,0.437656
06:ON,2013,Male,35-64,2701345,8.7308,0.8,91.0694,0.07466,0.125564,0.799776,0.290283
06:ON,2013,Male,65+,971423,8.7308,0.8,81.6321,0.076636,0.204841,0.718523,0.186515
06:ON,2013,Female,15-34,1824005,8.7308,0.8,41.5135,0.172931,0.092053,0.735016,0.303943
06:ON,2013,Female,35-64,2809746,8.7308,0.8,32.4227,0.13433,0.154263,0.711407,0.155291
06:ON,2013,Female,65+,1118234,8.7308,0.8,22.7007,0.142031,0.234818,0.623151,0.04924
06:ON,2014,Male,15-34,1849299,8.7308,0.8,100,0.109876,0.069223,0.820901,0.446774
06:ON,2014,Male,35-64,2678432,8.7308,0.8,90.8455,0.067021,0.130435,0.802544,0.299512
06:ON,2014,Male,65+,1031545,8.7308,0.8,81.0975,0.070344,0.209973,0.719683,0.195283
06:ON,2014,Female,15-34,1830689,8.7308,0.8,39.9617,0.165421,0.096911,0.737668,0.313144
06:ON,2014,Female,35-64,2832928,8.7308,0.8,30.62,0.126962,0.1592,0.713838,0.164424
06:ON,2014,Female,65+,1149729,8.7308,0.8,20.587,0.135843,0.239992,0.624165,0.057975
06:ON,2015,Male,15-34,1845098,8.97,0.8,100,0.109179,0.069966,0.820855,0.447921
06:ON,2015,Male,35-64,2655519,8.97,0.8,90.8128,0.066259,0.131173,0.802568,0.300679
06:ON,2015,Male,65+,1091667,8.97,0.8,80.9718,0.070785,0.210999,0.718216,0.196017
06:ON,2015,Female,15-34,1837372,8.97,0.8,39.7409,0.164522,0.09761,0.737868,0.314364
06:ON,2015,Female,35-64,2856110,8.97,0.8,30.3478,0.126393,0.159985,0.713623,0.165525
06:ON,2015,Female,65+,1181224,8.97,0.8,20.2239,0.136408,0.241052,0.62254,0.058672
07:MB,2006,Male,15-34,164836,9.568,0.8,100,0.103225,0.070796,0.82598,0.478089
07:MB,2006,Male,35-64,237360,9.568,0.8,93.0644,0.02302,0.123563,0.853417,0.344334
07:MB,2006,Male,65+,68769,9.568,0.8,80.8544,0.097741,0.21995,0.682309,0.214293
07:MB,2006,Female,15-34,157663,9.568,0.8,43.8745,0.159038,0.098558,0.742405,0.344385
07:MB,2006,Female,35-64,233587,9.568,0.8,36.9328,0.078914,0.15131,0.769776,0.210577
07:MB,2006,Female,65+,92634,9.568,0.8,24.6718,0.154955,0.248042,0.597002,0.080108
07:MB,2007,Male,15-34,165031,9.6876,0.8,100,0.110379,0.066525,0.823096,0.469694
07:MB,2007,Male,35-64,239111,9.6876,0.8,93.2115,0.030234,0.119312,0.850454,0.335914
07:MB,2007,Male,65+,69511,9.6876,0.8,81.2679,0.104926,0.215678,0.679396,0.20589
07:MB,2007,Female,15-34,159291,9.6876,0.8,45.0866,0.166253,0.094301,0.739447,0.335968
07:MB,2007,Female,35-64,235245,9.6876,0.8,38.2943,0.086121,0.147058,0.76682,0.202159
07:MB,2007,Female,65+,93017,9.6876,0.8,26.3009,0.162124,0.243765,0.59411,0.07171
07:MB,2008,Male,15-34,151425,9.8072,0.8,100,0.113704,0.064559,0.821736,0.465812
07:MB,2008,Male,35-64,231829,9.8072,0.8,93.2763,0.033602,0.117359,0.849039,0.332014
07:MB,2008,Male,65+,67576,9.8072,0.8,81.4522,0.108278,0.213714,0.678008,0.201998
07:MB,2008,Female,15-34,149266,9.8072,0.8,45.626,0.16964,0.092348,0.738012,0.332063
07:MB,2008,Female,35-64,238118,9.8072,0.8,38.9031,0.089469,0.145101,0.76543,0.198266
07:MB,2008,Female,65+,91260,9.8072,0.8,27.0289,0.165465,0.241799,0.592737,0.067823
07:MB,2009,Male,15-34,151425,9.8072,0.8,100,0.11652,0.06293,0.82055,0.46256
07:MB,2009,Male,35-64,227025,9.8072,0.8,93.3311,0.036421,0.115734,0.847845,0.32876
07:MB,2009,Male,65+,69260,9.8072,0.8,81.6033,0.111091,0.212083,0.676826,0.198748
07:MB,2009,Female,15-34,151125,9.8072,0.8,46.0675,0.172505,0.09073,0.736765,0.328793
07:MB,2009,Female,35-64,231765,9.8072,0.8,39.4007,0.09228,0.143476,0.764244,0.195014
07:MB,2009,Female,65+,92635,9.8072,0.8,27.6247,0.168248,0.24016,0.591592,0.064584
07:MB,2010,Male,15-34,151425,9.6876,0.8,100,0.117977,0.062126,0.819897,0.460916
07:MB,2010,Male,35-64,227025,9.6876,0.8,93.3587,0.03787,0.114931,0.847199,0.327118
07:MB,2010,Male,65+,69260,9.6876,0.8,81.679,0.112528,0.211274,0.676197,0.197112
07:MB,2010,Female,15-34,151125,9.6876,0.8,46.2836,0.174,0.089935,0.736065,0.327137
07:MB,2010,Female,35-64,231765,9.6876,0.8,39.6452,0.093746,0.142676,0.763579,0.193367
07:MB,2010,Female,65+,92635,9.6876,0.8,27.9188,0.169661,0.239347,0.590992,0.062957
07:MB,2011,Male,15-34,151425,9.8072,0.8,100,0.115309,0.063787,0.820905,0.464115
07:MB,2011,Male,35-64,227025,9.8072,0.8,93.3033,0.035207,0.116591,0.848202,0.330316
07:MB,2011,Male,65+,69260,9.8072,0.8,81.5273,0.109853,0.212939,0.677208,0.200313
07:MB,2011,Female,15-34,151125,9.8072,0.8,45.8396,0.171365,0.091603,0.737032,0.330324
07:MB,2011,Female,35-64,231765,9.8072,0.8,39.1473,0.091086,0.144337,0.764577,0.196564
07:MB,2011,Female,65+,92635,9.8072,0.8,27.3258,0.166958,0.241005,0.592038,0.066167
07:MB,2012,Male,15-34,162010,9.6876,0.8,100,0.117928,0.062339,0.819732,0.461158
07:MB,2012,Male,35-64,238645,9.6876,0.8,93.3556,0.037726,0.115125,0.847149,0.327393
07:MB,2012,Male,65+,75280,9.6876,0.8,81.6624,0.112461,0.21149,0.67605,0.197361
07:MB,2012,Female,15-34,160575,9.6876,0.8,46.235,0.173943,0.090147,0.735909,0.327382
07:MB,2012,Female,35-64,243425,9.6876,0.8,39.5921,0.093643,0.14288,0.763477,0.193628
07:MB,2012,Female,65+,97170,9.6876,0.8,27.8559,0.169539,0.239548,0.590913,0.063225
07:MB,2013,Male,15-34,180887,9.2092,0.8,100,0.114496,0.064505,0.820999,0.465303
07:MB,2013,Male,35-64,242291,9.2092,0.8,93.2892,0.034197,0.117268,0.848536,0.331575
07:MB,2013,Male,65+,85047,9.2092,0.8,81.4656,0.109014,0.213661,0.677326,0.20151
07:MB,2013,Female,15-34,173919,9.2092,0.8,45.6589,0.170457,0.092302,0.737241,0.331547
07:MB,2013,Female,35-64,241410,9.2092,0.8,38.9452,0.090142,0.145029,0.764828,0.1978
07:MB,2013,Female,65+,100687,9.2092,0.8,27.081,0.166076,0.241716,0.592208,0.067381
07:MB,2014,Male,15-34,181366,9.2092,0.8,100,0.103067,0.071433,0.8255,0.478818
07:MB,2014,Male,35-64,240813,9.2092,0.8,93.0507,0.022715,0.124174,0.853111,0.345113
07:MB,2014,Male,65+,89244,9.2092,0.8,80.8005,0.097571,0.220603,0.681825,0.215026
07:MB,2014,Female,15-34,175126,9.2092,0.8,43.7105,0.158993,0.099222,0.741785,0.345076
07:MB,2014,Female,35-64,242355,9.2092,0.8,36.7558,0.078695,0.151942,0.769363,0.211327
07:MB,2014,Female,65+,102906,9.2092,0.8,24.4652,0.154618,0.248656,0.596726,0.080903
07:MB,2015,Male,15-34,181846,9.3288,0.8,100,0.104003,0.070964,0.825033,0.47781
07:MB,2015,Male,35-64,239335,9.3288,0.8,93.0712,0.023582,0.123691,0.852727,0.344129
07:MB,2015,Male,65+,93440,9.3288,0.8,80.8486,0.098519,0.220139,0.681342,0.214014
07:MB,2015,Female,15-34,176332,9.3288,0.8,43.853,0.159892,0.098745,0.741364,0.344081
07:MB,2015,Female,35-64,243300,9.3288,0.8,36.9157,0.079595,0.151467,0.768937,0.210331
07:MB,2015,Female,65+,105126,9.3288,0.8,24.6552,0.155545,0.248187,0.596268,0.079899
08:SK,2006,Male,15-34,138256,8.97,0.8,100,0.074085,0.104608,0.821307,0.489795
08:SK,2006,Male,35-64,190899,8.97,0.8,92.8244,0.009009,0.154669,0.836322,0.356347
08:SK,2006,Male,65+,64989,8.97,0.8,80.0413,0.069552,0.254134,0.676314,0.225645
08:SK,2006,Female,15-34,133860,8.97,0.8,41.6137,0.130059,0.13241,0.737531,0.356047
08:SK,2006,Female,35-64,190547,8.97,0.8,34.4294,0.049101,0.184955,0.765945,0.222537
08:SK,2006,Female,65+,83408,8.97,0.8,21.6107,0.126575,0.282193,0.591232,0.091545
08:SK,2007,Male,15-34,140089,9.4484,0.8,100,0.080215,0.101007,0.818778,0.482665
08:SK,2007,Male,35-64,193882,9.4484,0.8,92.9589,0.012889,0.151479,0.835632,0.349199
08:SK,2007,Male,65+,65356,9.4484,0.8,80.4241,0.075626,0.250513,0.673861,0.218538
08:SK,2007,Female,15-34,135680,9.4484,0.8,42.7267,0.136189,0.128809,0.735002,0.348918
08:SK,2007,Female,35-64,192482,9.4484,0.8,35.6793,0.055226,0.18136,0.763413,0.215406
08:SK,2007,Female,65+,83725,9.4484,0.8,23.1073,0.132646,0.27857,0.588784,0.084439
08:SK,2008,Male,15-34,125911,9.6876,0.8,100,0.089162,0.095777,0.815061,0.472284
08:SK,2008,Male,35-64,189009,9.6876,0.8,93.148,0.008158,0.148362,0.84348,0.33881
08:SK,2008,Male,65+,64345,9.6876,0.8,80.958,0.084456,0.245244,0.6703,0.208203
08:SK,2008,Female,15-34,125373,9.6876,0.8,44.2726,0.145092,0.12357,0.731338,0.338552
08:SK,2008,Female,35-64,193255,9.6876,0.8,37.4153,0.064127,0.17613,0.759743,0.205036
08:SK,2008,Female,65+,82557,9.6876,0.8,25.1868,0.141475,0.273301,0.585223,0.074103
08:SK,2009,Male,15-34,127995,9.9268,0.8,100,0.094297,0.092857,0.812846,0.466409
08:SK,2009,Male,35-64,186205,9.9268,0.8,93.2501,0.013282,0.145448,0.84127,0.332934
08:SK,2009,Male,65+,65065,9.9268,0.8,81.2485,0.089437,0.242285,0.668278,0.202384
08:SK,2009,Female,15-34,127330,9.9268,0.8,45.1052,0.150182,0.120641,0.729177,0.332692
08:SK,2009,Female,35-64,189615,9.9268,0.8,38.3516,0.069174,0.173198,0.757628,0.199189
08:SK,2009,Female,65+,84240,9.9268,0.8,26.3083,0.146447,0.270339,0.583214,0.068287
08:SK,2010,Male,15-34,127995,9.6876,0.8,100,0.100498,0.089272,0.810231,0.459254
08:SK,2010,Male,35-64,186205,9.6876,0.8,93.3695,0.0195,0.141874,0.838627,0.32577
08:SK,2010,Male,65+,65065,9.6876,0.8,81.5895,0.095521,0.238666,0.665812,0.195273
08:SK,2010,Female,15-34,127330,9.6876,0.8,46.0894,0.156357,0.117051,0.726592,0.325546
08:SK,2010,Female,35-64,189615,9.6876,0.8,39.4575,0.075323,0.16961,0.755066,0.192049
08:SK,2010,Female,65+,84240,9.6876,0.8,27.6336,0.152526,0.266719,0.580755,0.061178
08:SK,2011,Male,15-34,127995,9.9268,0.8,100,0.094575,0.092918,0.812507,0.466309
08:SK,2011,Male,35-64,186205,9.9268,0.8,93.247,0.013611,0.145524,0.840864,0.332814
08:SK,2011,Male,65+,65065,9.9268,0.8,81.2544,0.08951,0.242303,0.668187,0.202358
08:SK,2011,Female,15-34,127330,9.9268,0.8,45.1016,0.150393,0.120688,0.728919,0.332617
08:SK,2011,Female,35-64,189615,9.9268,0.8,38.3472,0.069379,0.173247,0.757374,0.199114
08:SK,2011,Female,65+,84240,9.9268,0.8,26.3099,0.146491,0.270349,0.58316,0.068272
08:SK,2012,Male,15-34,142275,9.9268,0.8,100,0.098894,0.090493,0.810613,0.461398
08:SK,2012,Male,35-64,199980,9.9268,0.8,93.3327,0.017852,0.143088,0.83906,0.327928
08:SK,2012,Male,65+,68295,9.9268,0.8,81.4892,0.093722,0.239852,0.666426,0.197487
08:SK,2012,Female,15-34,137825,9.9268,0.8,45.7771,0.15464,0.118249,0.727112,0.327732
08:SK,2012,Female,35-64,201745,9.9268,0.8,39.1061,0.073595,0.170805,0.7556,0.194238
08:SK,2012,Female,65+,85405,9.9268,0.8,27.2177,0.150687,0.267894,0.58142,0.063407
08:SK,2013,Male,15-34,157833,9.6876,0.8,100,0.100984,0.089378,0.809638,0.459079
08:SK,2013,Male,35-64,198747,9.6876,0.8,93.3712,0.019907,0.141968,0.838125,0.325621
08:SK,2013,Male,65+,77759,9.6876,0.8,81.5969,0.095727,0.238717,0.665555,0.195199
08:SK,2013,Female,15-34,150187,9.6876,0.8,46.0846,0.156691,0.117126,0.726183,0.325428
08:SK,2013,Female,35-64,197488,9.6876,0.8,39.4536,0.075604,0.169676,0.754721,0.191948
08:SK,2013,Female,65+,88955,9.6876,0.8,27.6332,0.152678,0.266756,0.580567,0.061124
08:SK,2014,Male,15-34,162244,9.9268,0.8,100,0.098884,0.090716,0.810401,0.461625
08:SK,2014,Male,35-64,204906,9.9268,0.8,93.3265,0.017824,0.14331,0.838867,0.328162
08:SK,2014,Male,65+,79054,9.9268,0.8,81.4757,0.093603,0.240055,0.666342,0.197754
08:SK,2014,Female,15-34,153230,9.9268,0.8,45.7282,0.154573,0.118459,0.726968,0.327981
08:SK,2014,Female,35-64,202084,9.9268,0.8,39.0526,0.073496,0.171012,0.755493,0.194497
08:SK,2014,Female,65+,88251,9.9268,0.8,27.1554,0.150534,0.268089,0.581377,0.063686
08:SK,2015,Male,15-34,166654,10.6444,0.8,100,0.103035,0.088255,0.80871,0.456775
08:SK,2015,Male,35-64,211066,10.6444,0.8,93.407,0.021997,0.140857,0.837146,0.323301
08:SK,2015,Male,65+,80348,10.6444,0.8,81.6991,0.097822,0.237605,0.664573,0.19288
08:SK,2015,Female,15-34,156274,10.6444,0.8,46.3891,0.158733,0.116,0.725267,0.323127
08:SK,2015,Female,35-64,206680,10.6444,0.8,39.794,0.07768,0.168562,0.753758,0.189633
08:SK,2015,Female,65+,87547,10.6444,0.8,28.0417,0.154724,0.265632,0.579644,0.058823
09:AB,2006,Male,15-34,541158,11.6012,0.8,100,0.10926,0.073838,0.816902,0.438389
09:AB,2006,Male,35-64,705051,11.6012,0.8,93.5567,0.032909,0.127507,0.839584,0.303218
09:AB,2006,Male,65+,158215,11.6012,0.8,83.1221,0.09142,0.220041,0.688539,0.179035
09:AB,2006,Female,15-34,497709,11.6012,0.8,49.1653,0.16351,0.101262,0.735228,0.305246
09:AB,2006,Female,35-64,677282,11.6012,0.8,42.6952,0.087827,0.155044,0.757129,0.169832
09:AB,2006,Female,65+,195813,11.6012,0.8,32.1508,0.149123,0.248227,0.602649,0.044638
09:AB,2007,Male,15-34,559117,11.6012,0.8,100,0.123236,0.066114,0.810649,0.422617
09:AB,2007,Male,35-64,728999,11.6012,0.8,93.775,0.047122,0.119853,0.833025,0.287353
09:AB,2007,Male,65+,162524,11.6012,0.8,83.7426,0.104787,0.212199,0.683015,0.163475
09:AB,2007,Female,15-34,514660,11.6012,0.8,50.9682,0.177439,0.093536,0.729025,0.289491
09:AB,2007,Female,35-64,693714,11.6012,0.8,44.7279,0.101719,0.147321,0.750959,0.154085
09:AB,2007,Female,65+,200306,11.6012,0.8,34.5763,0.1625,0.240385,0.597115,0.029075
09:AB,2008,Male,15-34,484146,11.4816,0.8,100,0.123805,0.066236,0.809959,0.422413
09:AB,2008,Male,35-64,685434,11.4816,0.8,93.7624,0.047979,0.120046,0.831975,0.287043
09:AB,2008,Male,65+,156725,11.4816,0.8,83.7531,0.10498,0.212245,0.682775,0.163406
09:AB,2008,Female,15-34,465033,11.4816,0.8,50.9544,0.178095,0.093677,0.728228,0.289258
09:AB,2008,Female,35-64,684937,11.4816,0.8,44.7141,0.102338,0.147464,0.750198,0.153862
09:AB,2008,Female,65+,188775,11.4816,0.8,34.5763,0.162711,0.240436,0.596852,0.029
09:AB,2009,Male,15-34,490455,11.1228,0.8,100,0.122133,0.067665,0.810203,0.424807
09:AB,2009,Male,35-64,674205,11.1228,0.8,93.7117,0.046612,0.12155,0.831838,0.289323
09:AB,2009,Male,65+,158525,11.1228,0.8,83.6639,0.103001,0.213612,0.683387,0.16591
09:AB,2009,Female,15-34,473665,11.1228,0.8,50.6454,0.176564,0.095138,0.728299,0.291604
09:AB,2009,Female,35-64,667090,11.1228,0.8,44.3672,0.100797,0.148928,0.750274,0.156208
09:AB,2009,Female,65+,194870,11.1228,0.8,34.1821,0.160748,0.241808,0.597444,0.031499
09:AB,2010,Male,15-34,490455,11.0032,0.8,100,0.11582,0.071449,0.812731,0.432226
09:AB,2010,Male,35-64,674205,11.0032,0.8,93.5803,0.040851,0.12546,0.833689,0.296543
09:AB,2010,Male,65+,158525,11.0032,0.8,83.3693,0.096904,0.217445,0.685651,0.173255
09:AB,2010,Female,15-34,473665,11.0032,0.8,49.7679,0.170576,0.098992,0.730432,0.298909
09:AB,2010,Female,35-64,667090,11.0032,0.8,43.3714,0.095006,0.15283,0.752164,0.163442
09:AB,2010,Female,65+,194870,11.0032,0.8,33.0193,0.154678,0.245649,0.599672,0.038835
09:AB,2011,Male,15-34,490455,11.2424,0.8,100,0.11343,0.072948,0.813622,0.435101
09:AB,2011,Male,35-64,674205,11.2424,0.8,93.5186,0.038894,0.127058,0.834048,0.299259
09:AB,2011,Male,65+,158525,11.2424,0.8,83.2464,0.094714,0.218992,0.686294,0.176058
09:AB,2011,Female,15-34,473665,11.2424,0.8,49.4104,0.168418,0.10054,0.731042,0.301702
09:AB,2011,Female,35-64,667090,11.2424,0.8,42.9613,0.093069,0.154434,0.752497,0.166154
09:AB,2011,Female,65+,194870,11.2424,0.8,32.5463,0.152511,0.247204,0.600285,0.041631
09:AB,2012,Male,15-34,538505,11.362,0.8,100,0.116725,0.071421,0.811854,0.431678
09:AB,2012,Male,35-64,754110,11.362,0.8,93.5598,0.042354,0.125576,0.83207,0.295774
09:AB,2012,Male,65+,184120,11.362,0.8,83.3746,0.097896,0.217455,0.684649,0.172674
09:AB,2012,Female,15-34,521310,11.362,0.8,49.7885,0.171647,0.099001,0.729352,0.298304
09:AB,2012,Female,35-64,740825,11.362,0.8,43.3796,0.096462,0.152939,0.750599,0.162694
09:AB,2012,Female,65+,221600,11.362,0.8,33.0499,0.155694,0.245666,0.59864,0.038248
09:AB,2013,Male,15-34,615598,11.1228,0.8,100,0.119448,0.070442,0.81011,0.429133
09:AB,2013,Male,35-64,810467,11.1228,0.8,93.5839,0.045263,0.124649,0.830088,0.293157
09:AB,2013,Male,65+,213044,11.1228,0.8,83.4706,0.100284,0.216417,0.6833,0.170247
09:AB,2013,Female,15-34,569855,11.1228,0.8,50.0451,0.17422,0.097991,0.727788,0.295815
09:AB,2013,Female,35-64,761094,11.1228,0.8,43.6629,0.099184,0.151972,0.748845,0.160148
09:AB,2013,Female,65+,247128,11.1228,0.8,33.3971,0.158083,0.24463,0.597287,0.035823
09:AB,2014,Male,15-34,628790,11.2424,0.8,100,0.117726,0.072085,0.810189,0.431768
09:AB,2014,Male,35-64,824776,11.2424,0.8,93.5311,0.043727,0.126343,0.82993,0.295722
09:AB,2014,Male,65+,230325,11.2424,0.8,83.3652,0.098224,0.217996,0.68378,0.173004
09:AB,2014,Female,15-34,588621,11.2424,0.8,49.6935,0.172354,0.099604,0.728042,0.298504
09:AB,2014,Female,35-64,780009,11.2424,0.8,43.256,0.097552,0.153646,0.748801,0.162751
09:AB,2014,Female,65+,257199,11.2424,0.8,32.933,0.156036,0.246213,0.597751,0.038577
09:AB,2015,Male,15-34,641981,11.1228,0.8,100,0.12171,0.06981,0.808481,0.427202
09:AB,2015,Male,35-64,839085,11.1228,0.8,93.583,0.048111,0.124162,0.827727,0.29101
09:AB,2015,Male,65+,247607,11.1228,0.8,83.5295,0.102484,0.215795,0.681721,0.168336
09:AB,2015,Female,15-34,607388,11.1228,0.8,50.2216,0.17636,0.097336,0.726304,0.293929
